"id","group","score"
"XXXXXXXXXXXXXX","PPI_motif",3
"X-1X1X2X3X","PPI_motif",2
"X1X1X1X3X","PPI_motif",2
"X1X1X1XXX","PPI_motif",2
"X1X1X2X","PPI_motif",2
"X1X1X5X2X7XX2X1X1X","PPI_motif",2
"X1X1XXXX","PPI_motif",2
"X1X2X1X1XX","PPI_motif",2
"X1X2X1X3X","PPI_motif",2
"X1X2X2X","PPI_motif",2
"X1X2X2XX2X2XX2X6X2XX2X3XX3X2X3X2X6X","PPI_motif",2
"X1X2X6X","PPI_motif",2
"X1X2XXXX","PPI_motif",2
"X1X2XXXXX","PPI_motif",2
"X1X3XX3X","PPI_motif",2
"X1X3XXXXXX","PPI_motif",2
"X1X4X1XX","PPI_motif",2
"X1X4X2X3X","PPI_motif",2
"X1X5X3X","PPI_motif",2
"X1X5X4X1X2X","PPI_motif",2
"X1X6X1X","PPI_motif",2
"X1X6X5X","PPI_motif",2
"X1X7X1X","PPI_motif",2
"X1X7XX","PPI_motif",2
"X1XX1X3XX2XX2X","PPI_motif",2
"X1XX1XX2XXXX4X","PPI_motif",2
"X1XX1XX3X1XXX","PPI_motif",2
"X1XX2X1X","PPI_motif",2
"X1XX2X2XX2XX1XX2XX1XX2X","PPI_motif",2
"X1XX2X4X3X3XX2X","PPI_motif",2
"X1XX2X4X3X3XX2XX3XX2X","PPI_motif",2
"X1XX2X4XX4X1X","PPI_motif",2
"X1XX2XX1XX2X","PPI_motif",2
"X1XX2XX2X","PPI_motif",2
"X1XX2XX2X2XX2XX2X6XXXX2X","PPI_motif",2
"X1XX2XX2X3X2X2XX2XX","PPI_motif",2
"X1XX2XX3X","PPI_motif",2
"X1XX2XXX","PPI_motif",2
"X1XX3X2XX2X","PPI_motif",2
"X1XX3X5X","PPI_motif",2
"X1XX4X4XX6X3X","PPI_motif",2
"X1XX5XX","PPI_motif",2
"X1XX6XX","PPI_motif",2
"X1XX6XX1X","PPI_motif",2
"X1XX6XXX","PPI_motif",2
"X1XX7XX2X1X1X","PPI_motif",2
"X1XXX1X1X","PPI_motif",2
"X1XXX3X","PPI_motif",2
"X1XXX5XXXX3X","PPI_motif",2
"X1XXX6X","PPI_motif",2
"X1XXXX3X","PPI_motif",2
"X1XXXXX3X","PPI_motif",2
"X1XXXXXXXXX","PPI_motif",2
"X2X1X1XX","PPI_motif",2
"X2X1X1XX3X","PPI_motif",2
"X2X1X3XX2X5X","PPI_motif",2
"X2X1XXXX2X","PPI_motif",2
"X2X2X4XXX","PPI_motif",2
"X2X2XX2X2X","PPI_motif",2
"X2X2XX2X2X3X","PPI_motif",2
"X2X2XX2X2XX2X","PPI_motif",2
"X2X2XX2XX","PPI_motif",2
"X2X2XX2XX1XX","PPI_motif",2
"X2X3X1X","PPI_motif",2
"X2X3X1XX","PPI_motif",2
"X2X3X1XX2XX2X3X1XX2X","PPI_motif",2
"X2X3X2X1X2X","PPI_motif",2
"X2X3X2X2X","PPI_motif",2
"X2X3X2X3X","PPI_motif",2
"X2X3X2XX2X","PPI_motif",2
"X2X3X2XXX2X","PPI_motif",2
"X2X3X3X4X3X3XX2X","PPI_motif",2
"X2X3X3XX3XX2XX4XX","PPI_motif",2
"X2X3X3XX4XX3X3X","PPI_motif",2
"X2X3X4XX","PPI_motif",2
"X2X3X5X3X2XX2XX","PPI_motif",2
"X2X3X6X","PPI_motif",2
"X2X3XX1X","PPI_motif",2
"X2X3XX1XX","PPI_motif",2
"X2X3XX2X","PPI_motif",2
"X2X3XX4X2XX1X1XX2XX3XX1XX4X6X3X2XX2X3X2X","PPI_motif",2
"X2X3XX6X","PPI_motif",2
"X2X3XXX1XX1X7X1X","PPI_motif",2
"X2X4XX2X","PPI_motif",2
"X2X4XX4X","PPI_motif",2
"X2X4XX4X1X","PPI_motif",2
"X2X4XX5X3X2XX2XX2XX","PPI_motif",2
"X2X5X3X2X3X7X","PPI_motif",2
"X2X5XXX","PPI_motif",2
"X2X6XX3X","PPI_motif",2
"X2X6XXX","PPI_motif",2
"X2X7XX","PPI_motif",2
"X2X7XX2X1X1X","PPI_motif",2
"X2XX1X1X1X2X","PPI_motif",2
"X2XX1X1XX","PPI_motif",2
"X2XX1XX1XX2XX1XX","PPI_motif",2
"X2XX1XX2X2XX2XX1XX2XX1XX2XX5XX","PPI_motif",2
"X2XX1XX2XX1XX","PPI_motif",2
"X2XX1XX2XX1XX2XX1XX2XX1XX2X","PPI_motif",2
"X2XX1XX3X2X","PPI_motif",2
"X2XX1XXX1XXXXXX1XX2XX2X2XX1XX2XX2XXX","PPI_motif",2
"X2XX1XXXX","PPI_motif",2
"X2XX1XXXXX","PPI_motif",2
"X2XX2X1X","PPI_motif",2
"X2XX2X1X2X3X2XX2XX2X3X3X4X3X","PPI_motif",2
"X2XX2X2XX2X","PPI_motif",2
"X2XX2X2XX2X2XX1XX2X2XX2X2XX2X","PPI_motif",2
"X2XX2X2XX2X2XX2X3X2X3X2X2XX3X2XX","PPI_motif",2
"X2XX2X2XX5XXX","PPI_motif",2
"X2XX2X3X2X2XX2X2XX2X2XX2X2XX2X2XX1XXX1XX2X2XX2X","PPI_motif",2
"X2XX2X3X2X3X2X3XX2X","PPI_motif",2
"X2XX2X3X6X","PPI_motif",2
"X2XX2X3XX","PPI_motif",2
"X2XX2X3XX3XX2X3X","PPI_motif",2
"X2XX2X4X","PPI_motif",2
"X2XX2X4X3X3X","PPI_motif",2
"X2XX2X7X6X3X","PPI_motif",2
"X2XX2X7X6X3XX3X3X","PPI_motif",2
"X2XX2XX1XX","PPI_motif",2
"X2XX2XX1XX2XX2X6XX1X2X","PPI_motif",2
"X2XX2XX2X3X","PPI_motif",2
"X2XX2XX2X3X2X","PPI_motif",2
"X2XX2XX2X5X","PPI_motif",2
"X2XX2XX3X","PPI_motif",2
"X2XX2XX3XX2X","PPI_motif",2
"X2XX2XXX","PPI_motif",2
"X2XX2XXXX","PPI_motif",2
"X2XX3X3X2X","PPI_motif",2
"X2XX4X2XXX2X","PPI_motif",2
"X2XX4X7X","PPI_motif",2
"X2XX5X2X","PPI_motif",2
"X2XX6X3X","PPI_motif",2
"X2XX6X3X2X3X3XX6XX3XXX","PPI_motif",2
"X2XX6X5X1X7X3X","PPI_motif",2
"X2XX6XX2X","PPI_motif",2
"X2XX7X2X","PPI_motif",2
"X2XX7X2X3X","PPI_motif",2
"X2XX7X2XX3X3X","PPI_motif",2
"X2XXX1X6X","PPI_motif",2
"X2XXX1XX1X","PPI_motif",2
"X2XXX1XX1XX2XX1XX2X2XX","PPI_motif",2
"X2XXX1XX7X","PPI_motif",2
"X2XXXXXXXX1XXXXXXXXXXX4X","PPI_motif",2
"X2XXXXXXXXXX1X7X1X","PPI_motif",2
"X3X1X1X2X","PPI_motif",2
"X3X1X2X","PPI_motif",2
"X3X1X3X1X","PPI_motif",2
"X3X1X4X","PPI_motif",2
"X3X1XX2X2XX2XX2X","PPI_motif",2
"X3X1XX3X","PPI_motif",2
"X3X2X1X1X7X6X3X","PPI_motif",2
"X3X2X1X2X","PPI_motif",2
"X3X2X2X1X","PPI_motif",2
"X3X2X3X2X3X2X3X","PPI_motif",2
"X3X2X3X2XX2XX","PPI_motif",2
"X3X2X3X3X","PPI_motif",2
"X3X2X3X4XX","PPI_motif",2
"X3X2X3X5X","PPI_motif",2
"X3X2X3X5X2X","PPI_motif",2
"X3X2X3X5X2X3X","PPI_motif",2
"X3X2X3X7X","PPI_motif",2
"X3X2X3XX2X","PPI_motif",2
"X3X2X3XXX","PPI_motif",2
"X3X2X5X","PPI_motif",2
"X3X2X5XX","PPI_motif",2
"X3X2X5XX3X1X3XX2XX","PPI_motif",2
"X3X2X5XXX","PPI_motif",2
"X3X2X6X2X","PPI_motif",2
"X3X2X7XX2X1X","PPI_motif",2
